COD_MUERTE;SEXO;MES;Muertes;Código de la CIE-10 cuatro caracteres;Descripcion  de códigos mortalidad a cuatro caracteres
Y411;Masculino;8;1;Y411;Efectos adversos de drogas antimicobacterianas
Y412;Femenino;6;1;Y412;Efectos adversos de  drogas antipaludicas y agentes que actuan sobre otros protozoarios de la sangre
Y415;Masculino;12;1;Y415;Efectos adversos de drogas antivirales
Y433;Femenino;9;1;Y433;Efectos adversos de otras drogas antineoplasicas
Y436;Masculino;12;1;Y436;Efectos adversos de enzimas no clasificadas en otra parte
Y442;Masculino;2;1;Y442;Efectos adversos de anticoagulantes
Y442;Masculino;3;1;Y442;Efectos adversos de anticoagulantes
Y442;Masculino;4;3;Y442;Efectos adversos de anticoagulantes
Y442;Masculino;5;1;Y442;Efectos adversos de anticoagulantes
Y442;Femenino;2;1;Y442;Efectos adversos de anticoagulantes
Y442;Femenino;3;1;Y442;Efectos adversos de anticoagulantes
Y442;Femenino;4;1;Y442;Efectos adversos de anticoagulantes
Y442;Femenino;11;1;Y442;Efectos adversos de anticoagulantes
Y442;Femenino;12;1;Y442;Efectos adversos de anticoagulantes
Y443;Masculino;1;1;Y443;Efectos adversos de antagonistas de anticoagulantes, vitamina K y otros coagulantes
Y451;Femenino;5;1;Y451;Efectos adversos de salicilatos
Y453;Femenino;6;1;Y453;Efectos adversos de  otras drogas antiinflamatorias  no esteroides [DAINE]
Y458;Femenino;12;1;Y458;Efectos adversos de otros analgesicos y antipireticos
Y459;Masculino;12;1;Y459;Efectos adversos de  drogas analgesicas, antipireticas y antiinflamatorias no especificadas
Y459;Femenino;11;1;Y459;Efectos adversos de  drogas analgesicas, antipireticas y antiinflamatorias no especificadas
Y464;Masculino;12;1;Y464;Efectos adversos de iminoestilbenos
Y484;Femenino;10;1;Y484;Efectos adversos de anestesicos no especificados
Y495;Masculino;9;1;Y495;Efectos adversos de otros antipsicoticos y neurolepticos
Y511;Masculino;4;1;Y511;Efectos adversos de  otros parasimpaticomimeticos [colinergicos]
Y527;Masculino;3;1;Y527;Efectos adversos  de vasodilatadores perifericos
Y572;Masculino;4;1;Y572;Efectos adversos de antidotos y agentes quelantes, no clasificados en otra parte
Y575;Masculino;8;1;Y575;Efectos adversos de medios de contraste para rayos X
Y578;Masculino;10;1;Y578;Efectos adversos de otras drogas y medicamentos
Y578;Femenino;5;1;Y578;Efectos adversos de otras drogas y medicamentos
Y579;Masculino;1;1;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Masculino;2;1;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Masculino;3;2;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;3;2;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;5;1;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;6;2;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;7;1;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;8;3;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;11;1;Y579;Efectos adversos de drogas o medicamentos no especificados
Y579;Femenino;12;2;Y579;Efectos adversos de drogas o medicamentos no especificados
Y589;Femenino;6;1;Y589;Efectos adversos de otras vacunas bacterianas, y las no especificadas
Y600;Masculino;5;1;Y600;Incidente durante operacion quirurgica
Y600;Femenino;7;1;Y600;Incidente durante operacion quirurgica
Y600;Femenino;8;1;Y600;Incidente durante operacion quirurgica
Y600;Femenino;9;1;Y600;Incidente durante operacion quirurgica
Y601;Femenino;9;1;Y601;Incidente durante infusion o transfusion
Y602;Femenino;4;1;Y602;Incidente durante dialisis renal u otra perfucion
Y603;Masculino;7;1;Y603;Incidente durante inyeccion o inmunizacion
Y603;Masculino;9;1;Y603;Incidente durante inyeccion o inmunizacion
Y606;Masculino;3;1;Y606;Incidente durante aspiracion, puncion y otra cateterizacion
Y609;Masculino;4;1;Y609;Incidente durante atencion medica y quirurgica no especificada
Y609;Femenino;8;2;Y609;Incidente durante atencion medica y quirurgica no especificada
Y609;Femenino;10;1;Y609;Incidente durante atencion medica y quirurgica no especificada
Y619;Masculino;2;1;Y619;Objeto extrano dejado accidentalmente en el cuerpo durante atencion medica y quirurgica no especificada
Y619;Masculino;8;1;Y619;Objeto extrano dejado accidentalmente en el cuerpo durante atencion medica y quirurgica no especificada
Y619;Femenino;3;1;Y619;Objeto extrano dejado accidentalmente en el cuerpo durante atencion medica y quirurgica no especificada
Y619;Femenino;11;1;Y619;Objeto extrano dejado accidentalmente en el cuerpo durante atencion medica y quirurgica no especificada
Y638;Masculino;11;1;Y638;Falla en la dosificacion durante otras atenciones medicas y quirurgicas
Y638;Femenino;7;1;Y638;Falla en la dosificacion durante otras atenciones medicas y quirurgicas
Y638;Femenino;8;1;Y638;Falla en la dosificacion durante otras atenciones medicas y quirurgicas
Y639;Masculino;1;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;3;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;4;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;5;4;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;6;4;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;7;3;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;8;3;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;10;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;11;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Masculino;12;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;1;4;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;2;3;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;3;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;4;1;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;5;1;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;7;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;8;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;9;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;10;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y639;Femenino;11;2;Y639;Falla en la dosificacion durante atencion medica y quirurgica no especificada
Y658;Masculino;2;1;Y658;Otros incidentes especificados durante la atencion medica y quirurgica
Y658;Femenino;2;1;Y658;Otros incidentes especificados durante la atencion medica y quirurgica
Y658;Femenino;9;1;Y658;Otros incidentes especificados durante la atencion medica y quirurgica
Y69;Masculino;7;1;;
Y69;Femenino;4;1;;
Y69;Femenino;5;1;;
Y69;Femenino;7;1;;
Y69;Femenino;10;1;;
Y69;Femenino;11;1;;
Y712;Masculino;4;1;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Masculino;6;1;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Masculino;9;1;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Masculino;11;1;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Femenino;4;1;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Femenino;5;1;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Femenino;7;2;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y712;Femenino;10;2;Y712;Dispositivos cardiovasculares asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y732;Masculino;3;1;Y732;Dispositivos de gastroenterologia y urologia asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y732;Femenino;9;1;Y732;Dispositivos de gastroenterologia y urologia asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y768;Femenino;10;1;Y768;Dispositivos ginecologicos y obstetricos asociados con incidentes adversos, dispositivos diversos, no clasificados en otra parte
Y792;Femenino;12;1;Y792;Dispositivos ortopedicos asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y822;Masculino;5;1;Y822;Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y822;Masculino;12;1;Y822;Otros dispositivos medicos, y los no especificados, asociados con incidentes adversos, dispositivos protesicos y otros implantes, materiales y accesorios
Y830;Masculino;2;2;Y830;Operacion quirurgica con trasplante de un organo completo
Y830;Masculino;3;1;Y830;Operacion quirurgica con trasplante de un organo completo
Y830;Masculino;6;2;Y830;Operacion quirurgica con trasplante de un organo completo
Y830;Masculino;8;1;Y830;Operacion quirurgica con trasplante de un organo completo
Y830;Masculino;12;1;Y830;Operacion quirurgica con trasplante de un organo completo
Y830;Femenino;2;1;Y830;Operacion quirurgica con trasplante de un organo completo
Y830;Femenino;8;2;Y830;Operacion quirurgica con trasplante de un organo completo
Y831;Masculino;1;2;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;2;1;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;4;4;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;5;2;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;6;3;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;7;4;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;8;1;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;9;1;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;10;1;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;11;2;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Masculino;12;1;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;1;4;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;2;4;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;3;8;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;4;3;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;5;4;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;6;2;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;7;4;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;8;2;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;9;1;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;10;3;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y831;Femenino;12;3;Y831;Operacion quirurgica con implante de un dispositivo artificial interno
Y832;Masculino;1;1;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;5;2;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;6;2;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;7;1;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;8;4;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;9;1;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;10;3;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
Y832;Masculino;12;1;Y832;Operacion quirurgica con anastomosis, derivacion o injerto
